id,isolate,country,cgST (N. gonorrhoeae cgMLST v2),LINcode (N. gonorrhoeae cgMLST v2),LINcode (N. gonorrhoeae cgMLST v2),,,,,,,,,,,LIN2,LIN3,LIN4
131333,16MUS-AH012,South Africa,19642;29682,0_0_23_19_0_0_0_0_0_0_0,0,0,23,19,0,0,0,0,0,0,0,0_0,0_0_23,0_0_23_19
131334,16MUS-AH017,South Africa,19643,0_0_33_70_0_0_0_0_0_0_0,0,0,33,70,0,0,0,0,0,0,0,0_0,0_0_33,0_0_33_70
131335,16MUS-AH019,South Africa,19644,0_0_47_7_1_0_0_0_0_0_0,0,0,47,7,1,0,0,0,0,0,0,0_0,0_0_47,0_0_47_7
131336,16MUS-AH023,South Africa,19645,0_0_61_0_0_0_0_0_0_0_0,0,0,61,0,0,0,0,0,0,0,0,0_0,0_0_61,0_0_61_0
131337,16MUS-AH026,South Africa,19646,0_0_33_12_210_0_0_0_0_0_0,0,0,33,12,210,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
131338,16MUS-AH029,South Africa,19647,0_0_33_12_188_0_0_0_0_0_0,0,0,33,12,188,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
131339,16MUS-AH030,South Africa,19648,0_0_47_6_4_0_0_0_0_0_0,0,0,47,6,4,0,0,0,0,0,0,0_0,0_0_47,0_0_47_6
131340,16MUS-AH034,South Africa,19649,1_1_27_12_0_0_0_1_0_0_0,1,1,27,12,0,0,0,1,0,0,0,1_1,1_1_27,1_1_27_12
131341,16MUS-AH057,South Africa,19650,0_0_33_12_203_0_0_0_0_0_0,0,0,33,12,203,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
131342,16MUS-AH060,South Africa,19651,0_0_33_12_169_0_0_0_0_0_0,0,0,33,12,169,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
131343,16MUS-AH062,South Africa,19652,0_0_33_12_177_0_0_0_0_0_0,0,0,33,12,177,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
131344,16MUS-AH063,South Africa,19653,0_16_0_8_0_0_0_0_0_0_0,0,16,0,8,0,0,0,0,0,0,0,0_16,0_16_0,0_16_0_8
131345,16MUS-AH064,South Africa,19654,0_0_23_14_0_1_0_0_0_0_0,0,0,23,14,0,1,0,0,0,0,0,0_0,0_0_23,0_0_23_14
131346,16MUS-AH067,South Africa,19655,0_0_47_6_12_0_0_0_0_0_0,0,0,47,6,12,0,0,0,0,0,0,0_0,0_0_47,0_0_47_6
131347,16MUS-AH068,South Africa,19656,0_0_33_12_198_0_0_0_0_0_0,0,0,33,12,198,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
131348,16MUS-aH070,South Africa,19657;29683,0_0_23_20_0_0_0_0_0_0_0,0,0,23,20,0,0,0,0,0,0,0,0_0,0_0_23,0_0_23_20
131349,16MUS-AH082,South Africa,19658;29684,0_0_23_2_10_0_0_0_0_0_0,0,0,23,2,10,0,0,0,0,0,0,0_0,0_0_23,0_0_23_2
131350,16MUS-AH085,South Africa,19659,0_0_33_12_185_0_0_0_0_1_0,0,0,33,12,185,0,0,0,0,1,0,0_0,0_0_33,0_0_33_12
131351,16MUS-AH087,South Africa,19660,1_1_27_11_0_0_0_0_0_0_0,1,1,27,11,0,0,0,0,0,0,0,1_1,1_1_27,1_1_27_11
131352,16MUS-AH088,South Africa,19661,0_0_47_6_15_0_0_0_0_0_0,0,0,47,6,15,0,0,0,0,0,0,0_0,0_0_47,0_0_47_6
131353,16MUS-AH089,South Africa,19662,0_0_33_12_148_0_0_0_0_0_0,0,0,33,12,148,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
131354,16MUS-AH091,South Africa,19663,0_0_28_0_6_0_0_0_0_0_0,0,0,28,0,6,0,0,0,0,0,0,0_0,0_0_28,0_0_28_0
131355,16MUS-AH093,South Africa,19664,0_0_33_12_187_0_0_0_0_0_0,0,0,33,12,187,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
131356,16MUS-AH094,South Africa,19665,1_1_17_12_0_0_0_0_0_0_0,1,1,17,12,0,0,0,0,0,0,0,1_1,1_1_17,1_1_17_12
131357,16MUS-AH097,South Africa,19666,0_0_33_12_185_0_0_0_0_2_0,0,0,33,12,185,0,0,0,0,2,0,0_0,0_0_33,0_0_33_12
131358,16MUS-AH100,South Africa,19667,0_0_33_69_0_0_0_0_0_0_0,0,0,33,69,0,0,0,0,0,0,0,0_0,0_0_33,0_0_33_69
131359,16MUS-AH101,South Africa,19668,0_18_23_2_0_0_0_0_0_0_0,0,18,23,2,0,0,0,0,0,0,0,0_18,0_18_23,0_18_23_2
131360,16MUS-AH109,South Africa,19669,0_0_33_12_207_0_0_0_0_0_0,0,0,33,12,207,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
131361,16MUS-AH113,South Africa,19670,0_0_33_12_202_1_0_0_0_0_0,0,0,33,12,202,1,0,0,0,0,0,0_0,0_0_33,0_0_33_12
131362,16MUS-AH116,South Africa,19671,0_0_47_11_2_0_0_0_0_0_0,0,0,47,11,2,0,0,0,0,0,0,0_0,0_0_47,0_0_47_11
131363,16MUS-AH118,South Africa,19672,0_0_33_12_148_0_0_1_0_0_0,0,0,33,12,148,0,0,1,0,0,0,0_0,0_0_33,0_0_33_12
131364,16MUS-AH119,South Africa,19673,0_0_33_12_283_0_0_0_0_0_0,0,0,33,12,283,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
131365,16MUS-AH121,South Africa,19674,0_2_72_0_0_0_0_0_0_0_0,0,2,72,0,0,0,0,0,0,0,0,0_2,0_2_72,0_2_72_0
131366,16MUS-AH124,South Africa,19675,0_0_33_12_92_4_0_0_0_0_0,0,0,33,12,92,4,0,0,0,0,0,0_0,0_0_33,0_0_33_12
131367,16MUS-AH126,South Africa,19676,0_0_33_71_0_0_0_0_0_0_0,0,0,33,71,0,0,0,0,0,0,0,0_0,0_0_33,0_0_33_71
131368,16MUS-AH131,South Africa,19677,0_0_33_69_0_1_0_0_0_0_0,0,0,33,69,0,1,0,0,0,0,0,0_0,0_0_33,0_0_33_69
131369,16MUS-AH140,South Africa,19678,0_0_33_12_175_0_0_0_0_0_0,0,0,33,12,175,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
131370,16MUS-AH142,South Africa,19679,0_0_28_0_5_0_0_0_0_0_0,0,0,28,0,5,0,0,0,0,0,0,0_0,0_0_28,0_0_28_0
131371,16MUS-AH146,South Africa,19680,1_1_17_4_17_0_0_0_0_0_0,1,1,17,4,17,0,0,0,0,0,0,1_1,1_1_17,1_1_17_4
131372,16MUS-AH147,South Africa,19681,0_0_33_12_160_0_0_0_0_0_0,0,0,33,12,160,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
131373,16MUS-AH152,South Africa,19682,0_0_28_0_4_0_0_0_0_0_0,0,0,28,0,4,0,0,0,0,0,0,0_0,0_0_28,0_0_28_0
131374,17MUS-AH002,South Africa,19683;29685,0_0_23_2_2_0_0_0_0_0_0,0,0,23,2,2,0,0,0,0,0,0,0_0,0_0_23,0_0_23_2
131375,17MUS-AH004,South Africa,19684,0_0_47_11_1_0_0_0_0_0_0,0,0,47,11,1,0,0,0,0,0,0,0_0,0_0_47,0_0_47_11
131376,17MUS-AH007,South Africa,19685,0_0_33_12_168_0_0_0_0_0_0,0,0,33,12,168,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
131377,17MUS-AH009,South Africa,19686;29686,0_0_23_2_7_0_0_0_0_0_0,0,0,23,2,7,0,0,0,0,0,0,0_0,0_0_23,0_0_23_2
131378,17MUS-AH011,South Africa,19687,0_18_23_0_0_0_0_0_0_0_0,0,18,23,0,0,0,0,0,0,0,0,0_18,0_18_23,0_18_23_0
131379,17MUS-AH012,South Africa,19688,0_0_33_12_181_0_0_0_0_0_0,0,0,33,12,181,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
131380,17MUS-AH014,South Africa,19689,0_0_33_12_190_0_0_0_0_0_0,0,0,33,12,190,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
131381,17MUS-AH015,South Africa,19690,0_0_33_12_213_0_0_0_0_0_0,0,0,33,12,213,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
131382,17MUS-AH018,South Africa,19691,0_0_33_12_278_0_0_0_0_0_0,0,0,33,12,278,0,0,0,0,0,0,0_0,0_0_33,0_0_33_12
136267,UG001,Uganda,19916,1_1_34_6_0_0_0_0_0_0_0,1,1,34,6,0,0,0,0,0,0,0,1_1,1_1_34,1_1_34_6
136268,UG002,Uganda,19917,16_1_0_2_0_0_0_0_0_0_0,16,1,0,2,0,0,0,0,0,0,0,16_1,16_1_0,16_1_0_2
136269,UG003,Uganda,19918,14_0_2_0_0_0_0_0_0_0_0,14,0,2,0,0,0,0,0,0,0,0,14_0,14_0_2,14_0_2_0
136270,UG004,Uganda,19919,16_1_0_2_3_0_0_0_0_0_0,16,1,0,2,3,0,0,0,0,0,0,16_1,16_1_0,16_1_0_2
136271,UG005,Uganda,19920,1_0_0_0_8_0_0_0_0_0_0,1,0,0,0,8,0,0,0,0,0,0,1_0,1_0_0,1_0_0_0
136272,UG006,Uganda,19921,0_0_33_53_4_0_0_0_0_0_0,0,0,33,53,4,0,0,0,0,0,0,0_0,0_0_33,0_0_33_53
136273,UG008,Uganda,19922,1_0_0_0_4_0_0_0_0_0_0,1,0,0,0,4,0,0,0,0,0,0,1_0,1_0_0,1_0_0_0
136274,UG011,Uganda,19923,16_1_0_2_5_0_0_0_0_0_0,16,1,0,2,5,0,0,0,0,0,0,16_1,16_1_0,16_1_0_2
136275,UG012,Uganda,19924,0_16_0_1_22_0_0_0_0_0_0,0,16,0,1,22,0,0,0,0,0,0,0_16,0_16_0,0_16_0_1
136276,UG013,Uganda,19925,16_1_0_2_1_0_0_0_0_0_0,16,1,0,2,1,0,0,0,0,0,0,16_1,16_1_0,16_1_0_2
136277,UG014,Uganda,19926,0_0_33_124_1_0_0_0_0_0_0,0,0,33,124,1,0,0,0,0,0,0,0_0,0_0_33,0_0_33_124
136278,UG016,Uganda,19927,0_0_33_53_5_0_0_0_0_0_0,0,0,33,53,5,0,0,0,0,0,0,0_0,0_0_33,0_0_33_53
136279,UG017,Uganda,19928,0_16_0_9_0_0_0_0_0_0_0,0,16,0,9,0,0,0,0,0,0,0,0_16,0_16_0,0_16_0_9
136280,UG018,Uganda,19929,1_0_0_0_1_0_0_0_0_0_0,1,0,0,0,1,0,0,0,0,0,0,1_0,1_0_0,1_0_0_0
136281,UG019,Uganda,19930,16_1_0_2_2_0_0_0_0_0_0,16,1,0,2,2,0,0,0,0,0,0,16_1,16_1_0,16_1_0_2
136282,UG020,Uganda,19931,1_0_0_0_5_0_0_0_0_0_0,1,0,0,0,5,0,0,0,0,0,0,1_0,1_0_0,1_0_0_0
136283,UG021,Uganda,19932,0_16_0_1_24_0_0_0_0_0_0,0,16,0,1,24,0,0,0,0,0,0,0_16,0_16_0,0_16_0_1
136284,UG022,Uganda,19933,0_16_7_0_0_0_0_0_0_0_0,0,16,7,0,0,0,0,0,0,0,0,0_16,0_16_7,0_16_7_0
136285,UG023,Uganda,19934,1_1_34_9_0_0_0_0_0_0_0,1,1,34,9,0,0,0,0,0,0,0,1_1,1_1_34,1_1_34_9
136286,UG026,Uganda,19935,0_16_9_1_1_0_0_0_0_0_0,0,16,9,1,1,0,0,0,0,0,0,0_16,0_16_9,0_16_9_1
136287,UG027,Uganda,19936,1_1_34_0_4_0_0_0_0_0_0,1,1,34,0,4,0,0,0,0,0,0,1_1,1_1_34,1_1_34_0
136288,UG028,Uganda,19937,1_1_34_8_0_0_0_0_0_0_0,1,1,34,8,0,0,0,0,0,0,0,1_1,1_1_34,1_1_34_8
136289,UG030,Uganda,19938,1_0_0_0_6_0_0_0_0_0_0,1,0,0,0,6,0,0,0,0,0,0,1_0,1_0_0,1_0_0_0
136290,UG032,Uganda,19939,0_0_36_7_0_0_0_0_0_0_0,0,0,36,7,0,0,0,0,0,0,0,0_0,0_0_36,0_0_36_7
136291,UG033,Uganda,19940,0_9_0_9_0_0_0_0_0_0_0,0,9,0,9,0,0,0,0,0,0,0,0_9,0_9_0,0_9_0_9
136292,UG035,Uganda,19941,1_0_0_0_3_0_0_0_0_0_0,1,0,0,0,3,0,0,0,0,0,0,1_0,1_0_0,1_0_0_0
136293,UG037,Uganda,19942,0_16_0_1_30_0_0_0_0_0_0,0,16,0,1,30,0,0,0,0,0,0,0_16,0_16_0,0_16_0_1
136294,UG038,Uganda,19943,16_1_0_5_0_0_0_0_0_0_0,16,1,0,5,0,0,0,0,0,0,0,16_1,16_1_0,16_1_0_5
136295,UG039,Uganda,19944;20105,0_0_33_49_1_1_0_0_0_0_0,0,0,33,49,1,1,0,0,0,0,0,0_0,0_0_33,0_0_33_49
136296,UG041,Uganda,19945,1_1_34_0_5_0_0_0_0_0_0,1,1,34,0,5,0,0,0,0,0,0,1_1,1_1_34,1_1_34_0
136297,UG042,Uganda,19946,0_16_0_1_25_0_0_0_0_0_0,0,16,0,1,25,0,0,0,0,0,0,0_16,0_16_0,0_16_0_1
136298,UG043,Uganda,19947,0_9_0_5_6_0_0_0_0_0_0,0,9,0,5,6,0,0,0,0,0,0,0_9,0_9_0,0_9_0_5
136299,UG044,Uganda,19948,1_1_34_7_0_0_0_0_0_0_0,1,1,34,7,0,0,0,0,0,0,0,1_1,1_1_34,1_1_34_7
136300,UG045,Uganda,19949,0_0_36_4_4_0_0_0_0_0_0,0,0,36,4,4,0,0,0,0,0,0,0_0,0_0_36,0_0_36_4
136301,UG047,Uganda,19950,0_2_21_0_11_1_0_0_0_0_0,0,2,21,0,11,1,0,0,0,0,0,0_2,0_2_21,0_2_21_0
136302,UG048,Uganda,19951;33766,0_0_23_13_0_0_0_0_0_0_0,0,0,23,13,0,0,0,0,0,0,0,0_0,0_0_23,0_0_23_13
136303,UG049,Uganda,19952,0_0_33_124_0_0_0_0_0_0_0,0,0,33,124,0,0,0,0,0,0,0,0_0,0_0_33,0_0_33_124
136304,UG050,Uganda,19953,0_0_33_129_0_0_0_0_0_0_0,0,0,33,129,0,0,0,0,0,0,0,0_0,0_0_33,0_0_33_129
136305,UG053,Uganda,19954,0_16_0_1_21_0_0_0_0_0_0,0,16,0,1,21,0,0,0,0,0,0,0_16,0_16_0,0_16_0_1
136306,UG054,Uganda,19955,16_1_0_6_0_0_0_0_0_0_0,16,1,0,6,0,0,0,0,0,0,0,16_1,16_1_0,16_1_0_6
136307,UG056,Uganda,19956,0_9_0_5_7_0_0_0_0_0_0,0,9,0,5,7,0,0,0,0,0,0,0_9,0_9_0,0_9_0_5
136308,UG057,Uganda,19957,0_2_21_0_11_0_0_0_0_0_0,0,2,21,0,11,0,0,0,0,0,0,0_2,0_2_21,0_2_21_0
136309,UG058,Uganda,19958,0_9_0_5_8_0_0_0_0_0_0,0,9,0,5,8,0,0,0,0,0,0,0_9,0_9_0,0_9_0_5
136310,UG060,Uganda,19959,16_1_0_0_0_0_0_0_0_0_0,16,1,0,0,0,0,0,0,0,0,0,16_1,16_1_0,16_1_0_0
136311,UG061,Uganda,19960,16_1_0_1_0_0_0_0_0_0_0,16,1,0,1,0,0,0,0,0,0,0,16_1,16_1_0,16_1_0_1
136312,UG062,Uganda,19961,11_0_4_0_0_0_0_0_0_0_0,11,0,4,0,0,0,0,0,0,0,0,11_0,11_0_4,11_0_4_0
136313,UG063,Uganda,19962,14_0_2_1_0_0_0_0_0_0_0,14,0,2,1,0,0,0,0,0,0,0,14_0,14_0_2,14_0_2_1
136314,UG064,Uganda,19963,0_0_36_4_10_0_0_0_0_0_0,0,0,36,4,10,0,0,0,0,0,0,0_0,0_0_36,0_0_36_4
136315,UG065,Uganda,19964,1_0_1_0_0_0_0_0_0_0_0,1,0,1,0,0,0,0,0,0,0,0,1_0,1_0_1,1_0_1_0
136316,UG066,Uganda,19965,0_0_36_4_5_0_0_0_0_0_0,0,0,36,4,5,0,0,0,0,0,0,0_0,0_0_36,0_0_36_4
136317,UG067,Uganda,19966,0_0_33_125_0_0_0_0_0_0_0,0,0,33,125,0,0,0,0,0,0,0,0_0,0_0_33,0_0_33_125
136318,UG068,Uganda,19967,0_16_9_1_2_0_0_0_0_0_0,0,16,9,1,2,0,0,0,0,0,0,0_16,0_16_9,0_16_9_1
136319,UG069,Uganda,19968,1_1_34_11_0_0_0_0_0_0_0,1,1,34,11,0,0,0,0,0,0,0,1_1,1_1_34,1_1_34_11
136320,UG070,Uganda,19969,0_0_33_121_1_0_0_0_0_0_0,0,0,33,121,1,0,0,0,0,0,0,0_0,0_0_33,0_0_33_121
136321,UG071,Uganda,19970,0_0_36_4_1_0_0_0_0_0_0,0,0,36,4,1,0,0,0,0,0,0,0_0,0_0_36,0_0_36_4
136322,UG072,Uganda,19971,0_0_33_121_0_0_0_0_0_0_0,0,0,33,121,0,0,0,0,0,0,0,0_0,0_0_33,0_0_33_121
136323,UG073,Uganda,19972,0_0_36_4_3_0_0_0_0_0_0,0,0,36,4,3,0,0,0,0,0,0,0_0,0_0_36,0_0_36_4
136324,UG074,Uganda,19973,0_16_4_0_14_0_0_0_0_0_0,0,16,4,0,14,0,0,0,0,0,0,0_16,0_16_4,0_16_4_0
136325,UG076,Uganda,19974,0_16_10_0_0_0_0_0_0_0_0,0,16,10,0,0,0,0,0,0,0,0,0_16,0_16_10,0_16_10_0
136326,UG077,Uganda,19975,0_16_4_0_15_0_0_0_0_0_0,0,16,4,0,15,0,0,0,0,0,0,0_16,0_16_4,0_16_4_0
136327,UG078,Uganda,19976,0_16_4_0_12_0_0_0_0_0_0,0,16,4,0,12,0,0,0,0,0,0,0_16,0_16_4,0_16_4_0
136328,UG079,Uganda,19977,1_0_0_0_2_0_0_0_0_0_0,1,0,0,0,2,0,0,0,0,0,0,1_0,1_0_0,1_0_0_0
136329,UG080,Uganda,19978,0_0_33_46_13_0_0_0_0_0_0,0,0,33,46,13,0,0,0,0,0,0,0_0,0_0_33,0_0_33_46
136330,UG081,Uganda,19979,1_0_0_0_7_0_0_0_0_0_0,1,0,0,0,7,0,0,0,0,0,0,1_0,1_0_0,1_0_0_0
136331,UG082,Uganda,19939;19980,0_0_36_7_0_0_0_0_0_0_0,0,0,36,7,0,0,0,0,0,0,0,0_0,0_0_36,0_0_36_7
136332,UG083,Uganda,19981,0_16_4_0_13_0_0_0_0_0_0,0,16,4,0,13,0,0,0,0,0,0,0_16,0_16_4,0_16_4_0
136333,UG085,Uganda,19982,0_0_36_4_11_0_0_0_0_0_0,0,0,36,4,11,0,0,0,0,0,0,0_0,0_0_36,0_0_36_4
136334,UG086,Uganda,19983,0_2_21_0_11_0_1_0_0_0_0,0,2,21,0,11,0,1,0,0,0,0,0_2,0_2_21,0_2_21_0
136335,UG087,Uganda,19984,0_0_36_4_2_0_0_0_0_0_0,0,0,36,4,2,0,0,0,0,0,0,0_0,0_0_36,0_0_36_4
136336,UG088,Uganda,19985,0_0_33_88_0_0_0_0_0_0_0,0,0,33,88,0,0,0,0,0,0,0,0_0,0_0_33,0_0_33_88
136337,UG089,Uganda,19986,0_0_33_49_2_0_0_0_0_0_0,0,0,33,49,2,0,0,0,0,0,0,0_0,0_0_33,0_0_33_49
136338,UG090,Uganda,19987,0_2_21_0_12_0_0_0_0_0_0,0,2,21,0,12,0,0,0,0,0,0,0_2,0_2_21,0_2_21_0
136339,UG091,Uganda,19988,0_0_33_49_1_0_0_0_0_0_0,0,0,33,49,1,0,0,0,0,0,0,0_0,0_0_33,0_0_33_49
136340,UG092,Uganda,19989,0_16_9_1_0_0_0_0_0_0_0,0,16,9,1,0,0,0,0,0,0,0,0_16,0_16_9,0_16_9_1
136341,UG094,Uganda,19990,16_1_0_3_0_0_0_0_0_0_0,16,1,0,3,0,0,0,0,0,0,0,16_1,16_1_0,16_1_0_3
136342,UG095,Uganda,19991,1_0_0_0_7_1_0_0_0_0_0,1,0,0,0,7,1,0,0,0,0,0,1_0,1_0_0,1_0_0_0
136343,UG097,Uganda,19992,0_0_36_4_9_0_0_0_0_0_0,0,0,36,4,9,0,0,0,0,0,0,0_0,0_0_36,0_0_36_4
136344,UG099,Uganda,19993,0_0_23_15_0_0_0_0_0_0_0,0,0,23,15,0,0,0,0,0,0,0,0_0,0_0_23,0_0_23_15
136345,UG100,Uganda,19994,1_1_34_10_0_0_0_0_0_0_0,1,1,34,10,0,0,0,0,0,0,0,1_1,1_1_34,1_1_34_10
136346,UG101,Uganda,19995,0_16_0_7_3_0_0_0_0_0_0,0,16,0,7,3,0,0,0,0,0,0,0_16,0_16_0,0_16_0_7
136347,UG102,Uganda,19996,1_0_0_0_5_1_0_0_0_0_0,1,0,0,0,5,1,0,0,0,0,0,1_0,1_0_0,1_0_0_0
136348,UG103,Uganda,19997,0_0_36_4_14_0_0_0_0_0_0,0,0,36,4,14,0,0,0,0,0,0,0_0,0_0_36,0_0_36_4
136349,UG104,Uganda,19998,0_16_9_1_3_0_0_0_0_0_0,0,16,9,1,3,0,0,0,0,0,0,0_16,0_16_9,0_16_9_1
136350,UG105,Uganda,19999,1_0_0_2_0_0_0_0_0_0_0,1,0,0,2,0,0,0,0,0,0,0,1_0,1_0_0,1_0_0_2
136351,UG106,Uganda,20000,1_0_0_5_0_0_0_0_0_0_0,1,0,0,5,0,0,0,0,0,0,0,1_0,1_0_0,1_0_0_5
136352,UG107,Uganda,20001,0_2_21_0_11_3_0_0_0_0_0,0,2,21,0,11,3,0,0,0,0,0,0_2,0_2_21,0_2_21_0
136353,UG108,Uganda,20002,0_0_36_4_27_0_0_0_0_2_0,0,0,36,4,27,0,0,0,0,2,0,0_0,0_0_36,0_0_36_4
136354,UG109,Uganda,20003,1_0_0_0_12_0_0_0_0_0_0,1,0,0,0,12,0,0,0,0,0,0,1_0,1_0_0,1_0_0_0
136355,UG110,Uganda,20004,0_16_4_0_22_0_0_0_0_0_0,0,16,4,0,22,0,0,0,0,0,0,0_16,0_16_4,0_16_4_0
136356,UG112,Uganda,20005,0_16_0_9_0_1_0_0_0_0_0,0,16,0,9,0,1,0,0,0,0,0,0_16,0_16_0,0_16_0_9
136357,UG113,Uganda,20006,16_1_0_2_10_0_0_0_0_0_0,16,1,0,2,10,0,0,0,0,0,0,16_1,16_1_0,16_1_0_2
136358,UG114,Uganda,20007,1_0_1_1_2_0_0_0_0_0_0,1,0,1,1,2,0,0,0,0,0,0,1_0,1_0_1,1_0_1_1
136359,UG115,Uganda,20008,0_0_36_4_23_0_0_0_0_0_0,0,0,36,4,23,0,0,0,0,0,0,0_0,0_0_36,0_0_36_4
136360,UG116,Uganda,20009,0_0_33_88_1_0_0_0_0_0_0,0,0,33,88,1,0,0,0,0,0,0,0_0,0_0_33,0_0_33_88
136361,UG118,Uganda,20010,0_0_36_4_27_0_0_0_0_0_0,0,0,36,4,27,0,0,0,0,0,0,0_0,0_0_36,0_0_36_4
136362,UG119,Uganda,20011,0_0_23_15_1_0_0_0_0_0_0,0,0,23,15,1,0,0,0,0,0,0,0_0,0_0_23,0_0_23_15
136363,UG120,Uganda,20012,1_0_1_1_0_0_0_0_0_0_0,1,0,1,1,0,0,0,0,0,0,0,1_0,1_0_1,1_0_1_1
136364,UG122,Uganda,20013,0_16_4_0_14_1_0_0_0_0_0,0,16,4,0,14,1,0,0,0,0,0,0_16,0_16_4,0_16_4_0
136365,UG124,Uganda,20014,16_1_0_2_8_0_0_0_0_0_0,16,1,0,2,8,0,0,0,0,0,0,16_1,16_1_0,16_1_0_2
136366,UG125,Uganda,20015,0_16_0_15_0_0_0_0_0_0_0,0,16,0,15,0,0,0,0,0,0,0,0_16,0_16_0,0_16_0_15
136367,UG126,Uganda,20016,0_0_36_4_21_0_0_0_0_0_0,0,0,36,4,21,0,0,0,0,0,0,0_0,0_0_36,0_0_36_4
136368,UG127,Uganda,20017,0_2_21_0_11_2_0_0_0_0_0,0,2,21,0,11,2,0,0,0,0,0,0_2,0_2_21,0_2_21_0
136369,UG128,Uganda,20018,0_0_36_4_27_0_0_0_0_1_0,0,0,36,4,27,0,0,0,0,1,0,0_0,0_0_36,0_0_36_4
136370,UG129,Uganda,20019,1_0_0_0_14_0_0_0_0_1_0,1,0,0,0,14,0,0,0,0,1,0,1_0,1_0_0,1_0_0_0
136371,UG130,Uganda,20020,0_0_47_5_18_0_0_0_0_0_0,0,0,47,5,18,0,0,0,0,0,0,0_0,0_0_47,0_0_47_5
136372,UG132,Uganda,20021,0_0_47_5_19_0_0_0_0_0_0,0,0,47,5,19,0,0,0,0,0,0,0_0,0_0_47,0_0_47_5
136373,UG134,Uganda,20022,0_16_9_1_12_0_0_0_0_0_0,0,16,9,1,12,0,0,0,0,0,0,0_16,0_16_9,0_16_9_1
136374,UG135,Uganda,20023,16_1_0_5_0_1_0_0_0_0_0,16,1,0,5,0,1,0,0,0,0,0,16_1,16_1_0,16_1_0_5
136375,UG136,Uganda,20024,0_9_0_5_15_0_0_0_0_0_0,0,9,0,5,15,0,0,0,0,0,0,0_9,0_9_0,0_9_0_5
136376,UG137,Uganda,20025,16_1_0_2_6_0_0_0_0_0_0,16,1,0,2,6,0,0,0,0,0,0,16_1,16_1_0,16_1_0_2
136377,UG138,Uganda,20026,1_0_0_2_3_1_0_0_0_0_0,1,0,0,2,3,1,0,0,0,0,0,1_0,1_0_0,1_0_0_2
136378,UG139,Uganda,20027,14_0_2_2_0_0_0_0_0_0_0,14,0,2,2,0,0,0,0,0,0,0,14_0,14_0_2,14_0_2_2
136379,UG140,Uganda,20028,0_16_11_0_0_0_0_0_0_0_0,0,16,11,0,0,0,0,0,0,0,0,0_16,0_16_11,0_16_11_0
136380,UG141,Uganda,20029,0_16_0_1_33_0_0_0_0_0_0,0,16,0,1,33,0,0,0,0,0,0,0_16,0_16_0,0_16_0_1
136381,UG142,Uganda,20030,0_0_36_4_25_0_0_0_0_0_0,0,0,36,4,25,0,0,0,0,0,0,0_0,0_0_36,0_0_36_4
136382,UG143,Uganda,20031,1_0_0_2_2_0_0_0_0_0_0,1,0,0,2,2,0,0,0,0,0,0,1_0,1_0_0,1_0_0_2
136383,UG144,Uganda,20032,0_0_36_4_20_0_0_0_0_0_0,0,0,36,4,20,0,0,0,0,0,0,0_0,0_0_36,0_0_36_4
136384,UG145,Uganda,20033,0_0_36_4_23_0_0_0_0_1_0,0,0,36,4,23,0,0,0,0,1,0,0_0,0_0_36,0_0_36_4
136385,UG147,Uganda,20034;20058,16_1_0_2_9_0_0_0_0_0_0,16,1,0,2,9,0,0,0,0,0,0,16_1,16_1_0,16_1_0_2
136386,UG148,Uganda,20035,0_16_9_1_1_0_3_0_0_0_0,0,16,9,1,1,0,3,0,0,0,0,0_16,0_16_9,0_16_9_1
136387,UG149,Uganda,20027;20036,14_0_2_2_0_0_0_0_0_0_0,14,0,2,2,0,0,0,0,0,0,0,14_0,14_0_2,14_0_2_2
136388,UG150,Uganda,20037,0_0_33_129_2_0_0_0_0_0_0,0,0,33,129,2,0,0,0,0,0,0,0_0,0_0_33,0_0_33_129
136389,UG151,Uganda,20038,0_16_0_1_24_2_0_0_0_0_0,0,16,0,1,24,2,0,0,0,0,0,0_16,0_16_0,0_16_0_1
136390,UG152,Uganda,20039,0_0_36_4_17_0_0_0_0_0_0,0,0,36,4,17,0,0,0,0,0,0,0_0,0_0_36,0_0_36_4
136391,UG153,Uganda,20040,0_0_36_4_16_0_0_0_0_0_0,0,0,36,4,16,0,0,0,0,0,0,0_0,0_0_36,0_0_36_4
136392,UG154,Uganda,20041,0_23_0_2_0_0_0_0_0_0_0,0,23,0,2,0,0,0,0,0,0,0,0_23,0_23_0,0_23_0_2
