id,isolate,cgST (N. gonorrhoeae cgMLST v2),LINcode (N. gonorrhoeae cgMLST v2),LIN1,LIN2,LIN3,LIN4
136590,UG398,20195,0_0_33_149_0_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_149
136591,UG400,20233,0_16_0_13_0_0_0_0_0_0_0,0,0_16,0_16_0,0_16_0_13
136592,UG405,20234,0_0_33_124_6_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_124
136593,UG406,20235,0_0_33_124_7_0_0_0_0_1_0,0,0_0,0_0_33,0_0_33_124
136594,UG407,20235; 20236,0_0_33_124_7_0_0_0_0_1_0,0,0_0,0_0_33,0_0_33_124
136595,UG408,20237,0_9_0_5_21_0_0_0_0_0_0,0,0_9,0_9_0,0_9_0_5
136596,UG409,20238,0_0_33_124_11_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_124
136597,UG412,20239,0_16_9_1_5_1_0_0_0_0_0,0,0_16,0_16_9,0_16_9_1
136598,UG414,20240,0_9_0_5_10_0_0_0_0_0_0,0,0_9,0_9_0,0_9_0_5
136599,UG416,20234; 20241; 20258,0_0_33_124_6_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_124
136600,UG417,20242,16_1_0_2_7_0_0_0_0_1_0,16,16_1,16_1_0,16_1_0_2
136601,UG418,20243,0_16_0_1_38_0_0_0_0_0_0,0,0_16,0_16_0,0_16_0_1
136602,UG419,20244,0_16_9_1_15_0_0_0_0_0_0,0,0_16,0_16_9,0_16_9_1
136603,UG420,20245,0_0_33_167_0_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_167
136604,UG421,20246; 20255,0_0_36_4_35_0_0_0_0_0_0,0,0_0,0_0_36,0_0_36_4
136605,UG422,20247,0_0_23_28_0_0_0_0_0_0_0,0,0_0,0_0_23,0_0_23_28
136606,UG423,20248,0_0_33_150_0_0_0_0_0_1_0,0,0_0,0_0_33,0_0_33_150
136607,UG424,20249,0_0_33_150_0_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_150
136608,UG425,20250,0_9_0_14_0_0_0_0_0_0_0,0,0_9,0_9_0,0_9_0_14
136609,UG427,20251,0_0_33_124_6_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_124
136610,UG428,20252,0_0_33_123_2_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_123
136611,UG429,20253,0_2_55_1_3_0_0_0_0_0_0,0,0_2,0_2_55,0_2_55_1
136612,UG430,20254,0_0_33_124_8_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_124
136613,UG432,20255,0_0_36_4_35_0_0_0_0_0_0,0,0_0,0_0_36,0_0_36_4
136614,UG433,20256; 44953,0_0_23_15_13_0_0_0_0_0_0,0,0_0,0_0_23,0_0_23_15
136615,UG434,20257,1_1_56_0_1_0_0_0_0_0_0,1,1_1,1_1_56,1_1_56_0
136616,UG437,20258,0_0_33_124_6_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_124
136617,UG438,20252,0_0_33_123_2_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_123
136618,UG439,20259,1_1_56_0_2_0_0_0_0_0_0,1,1_1,1_1_56,1_1_56_0
136619,UG442,20260; 44954,0_0_23_29_0_1_0_0_1_0_0,0,0_0,0_0_23,0_0_23_29
136620,UG443,20261,0_0_36_4_34_0_0_0_0_0_0,0,0_0,0_0_36,0_0_36_4
136621,UG444,20262,0_9_0_5_10_1_0_0_0_0_0,0,0_9,0_9_0,0_9_0_5
136622,UG445,20263; 44955,0_16_8_1_0_0_0_0_0_0_0,0,0_16,0_16_8,0_16_8_1
136623,UG446,,,,,,
136624,UG447,20264,0_0_33_124_6_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_124
136625,UG448,20265,0_0_33_123_2_0_0_0_0_1_0,0,0_0,0_0_33,0_0_33_123
136626,UG449,20266,0_16_9_1_17_0_0_0_0_0_0,0,0_16,0_16_9,0_16_9_1
136627,UG450,20267,0_0_33_116_0_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_116
136628,UG451,,,,,,
136629,UG453,,,,,,
136630,UG454,20268,0_0_36_4_18_0_0_0_0_0_0,0,0_0,0_0_36,0_0_36_4
136631,UG456,20269,1_0_0_6_0_0_0_0_0_0_0,1,1_0,1_0_0,1_0_0_6
136632,UG457,20270,1_1_34_14_0_0_0_0_0_1_0,1,1_1,1_1_34,1_1_34_14
136633,UG458,20271,1_0_0_6_0_0_0_0_0_1_0,1,1_0,1_0_0,1_0_0_6
136634,UG459,20272,0_0_33_49_5_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_49
136635,UG460,,,,,,
136636,UG462,20273,0_16_9_1_10_0_0_0_0_0_0,0,0_16,0_16_9,0_16_9_1
136637,UG463,20274,0_0_36_4_19_0_0_0_0_0_0,0,0_0,0_0_36,0_0_36_4
136638,UG464,,,,,,
136639,UG466,20275,1_1_34_14_0_0_0_0_0_0_0,1,1_1,1_1_34,1_1_34_14
136640,UG467,,,,,,
136641,UG468,,,,,,
136642,UG469,,,,,,
136643,UG471,20276,0_0_36_4_31_0_0_0_0_0_0,0,0_0,0_0_36,0_0_36_4
136644,UG472,20277,0_2_55_1_3_1_0_0_0_0_0,0,0_2,0_2_55,0_2_55_1
136645,UG473,20278; 44956,0_0_23_15_9_0_0_0_0_0_0,0,0_0,0_0_23,0_0_23_15
136646,UG476,20271; 20279,1_0_0_6_0_0_0_0_0_1_0,1,1_0,1_0_0,1_0_0_6
136647,UG477,20280,0_0_33_124_7_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_124
136648,UG478,20281,16_1_0_2_7_0_0_0_0_0_0,16,16_1,16_1_0,16_1_0_2
136649,UG479,,,,,,
136650,UG481,20282,0_16_9_1_8_0_0_0_0_0_0,0,0_16,0_16_9,0_16_9_1
136651,UG482,20283; 44957,0_0_23_15_12_0_0_0_0_0_0,0,0_0,0_0_23,0_0_23_15
136652,UG483,20284; 44958,0_0_23_29_0_1_0_0_0_0_0,0,0_0,0_0_23,0_0_23_29
136653,UG484,20285; 44959,0_0_23_15_15_0_0_0_0_0_0,0,0_0,0_0_23,0_0_23_15
136654,UG486,20286,1_1_34_14_0_0_0_0_0_0_0,1,1_1,1_1_34,1_1_34_14
136655,UG487,20287,0_16_9_1_5_0_1_0_0_0_0,0,0_16,0_16_9,0_16_9_1
136656,UG488,20288,0_16_9_1_9_0_0_0_0_0_0,0,0_16,0_16_9,0_16_9_1
136657,UG489,20289,16_1_0_14_0_0_0_0_0_0_0,16,16_1,16_1_0,16_1_0_14
136658,UG491,20290; 44960,0_0_23_15_8_0_0_0_0_0_0,0,0_0,0_0_23,0_0_23_15
136659,UG492,20291,0_16_9_2_1_0_1_0_0_0_0,0,0_16,0_16_9,0_16_9_2
136660,UG493,20292,14_0_2_0_0_1_0_0_0_0_0,14,14_0,14_0_2,14_0_2_0
136661,UG494,20293,0_16_9_1_5_2_0_0_0_0_0,0,0_16,0_16_9,0_16_9_1
136662,UG496,20294,1_1_34_14_0_0_0_0_0_0_0,1,1_1,1_1_34,1_1_34_14
136663,UG497,20270; 20295,1_1_34_14_0_0_0_0_0_1_0,1,1_1,1_1_34,1_1_34_14
136664,UG498,20296,1_1_34_15_0_0_0_0_0_0_0,1,1_1,1_1_34,1_1_34_15
136665,UG499,20297,0_0_33_124_10_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_124
136666,UG502,20298,0_2_55_4_2_0_0_0_0_0_0,0,0_2,0_2_55,0_2_55_4
136667,UG504,20299,16_1_0_9_0_0_0_0_0_0_0,16,16_1,16_1_0,16_1_0_9
138602,1758620,,,,,,
138603,1789338,,,,,,
138604,1793605,,,,,,
138605,1794397,,,,,,
138606,1796110,,,,,,
138607,1797304,,,,,,
138608,1797700,,,,,,
138609,1798962,,,,,,
138610,1799082,,,,,,
138611,1803769,,,,,,
138612,1811823,,,,,,
138613,1812526,,,,,,
138614,1812711,,,,,,
138615,1815140,21956,0_18_27_0_0_0_0_0_0_0_0,0,0_18,0_18_27,0_18_27_0
138616,1815512,,,,,,
138617,1817348,,,,,,
138618,1817488,,,,,,
138619,1820787,,,,,,
138620,1824480,,,,,,
138621,1833686,,,,,,
138622,1835253,,,,,,
138623,1836371,,,,,,
138624,1837880,,,,,,
138625,1851157,,,,,,
138626,1852877,,,,,,
138627,1860352,,,,,,
138628,1862007,21957,0_0_33_12_303_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
138629,1863509,,,,,,
138630,1863706,,,,,,
138631,1868695,21958,0_0_33_12_303_1_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
138632,1869574,,,,,,
138633,B33,21959,0_12_6_4_1_0_0_0_0_0_0,0,0_12,0_12_6,0_12_6_4
138634,OAAS100,,,,,,
138635,OAAS14,,,,,,
138636,OAAS19,,,,,,
138637,OAAS36,,,,,,
138638,OAAS39,,,,,,
138639,OAAS46,,,,,,
138640,OAAS51,,,,,,
138641,OAAS69,,,,,,
138642,OAAS74,,,,,,
138643,OAAS76,,,,,,
138644,OAAS77,,,,,,
138645,OAAS79,21960,0_2_13_0_2_0_0_0_0_0_0,0,0_2,0_2_13,0_2_13_0
138646,OAAS80,,,,,,
138647,OAAS85,,,,,,
138648,OAAS86,,,,,,
138649,OAAS87,,,,,,
138650,OAAS92,,,,,,
138651,OAAS94,,,,,,
138652,OAAS96,,,,,,
138653,OAAS97,,,,,,
140559,17MUS_AH099_S94,21963,0_0_47_6_23_0_0_0_0_0_0,0,0_0,0_0_47,0_0_47_6
140560,17MUS_AH121_S96,21964,0_0_33_12_311_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
140561,17MUS_AH117_S95,21965,51_0_1_0_0_0_0_0_0_0_0,51,51_0,51_0_1,51_0_1_0
140562,18MUS_AH145_S102,21966; 44961,0_0_92_0_0_0_0_0_0_0_0,0,0_0,0_0_92,0_0_92_0
140563,18MUS_AH147_S103,21967,0_0_33_12_300_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
140564,18MUS_KH083_S97,21968; 29687,1_15_1_0_0_0_0_0_0_0_0,1,1_15,1_15_1,1_15_1_0
140565,18MUS_KM012_S99,21969,0_18_28_0_0_0_0_0_0_0_0,0,0_18,0_18_28,0_18_28_0
140566,18MUS_KM013_S80,21970; 29688,0_0_23_25_0_0_0_0_0_0_0,0,0_0,0_0_23,0_0_23_25
140567,18MUS_KM016_S100,21971,17_0_1_3_0_0_0_0_0_0_0,17,17_0,17_0_1,17_0_1_3
140568,18MUS_KM021_S81,21972; 29689,0_0_23_34_0_0_0_0_0_0_0,0,0_0,0_0_23,0_0_23_34
140569,18MUS_KM070_S101,21973; 33770,17_0_1_2_0_0_0_0_0_0_0,17,17_0,17_0_1,17_0_1_2
140570,18MUS_KM071_S82,21974; 40893,0_0_63_0_2_1_0_0_0_0_0,0,0_0,0_0_63,0_0_63_0
140571,18MUS_ZW085_S98,21975,0_0_33_12_310_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
140572,19MUS_AH073_S104,21976; 44962,1_1_65_0_0_0_0_0_0_0_0,1,1_1,1_1_65,1_1_65_0
140573,19MUS_AH108_S105,21977,0_7_0_12_13_0_0_0_0_0_0,0,0_7,0_7_0,0_7_0_12
140574,19MUS_AH110_S83,21978; 44963,0_0_23_33_0_0_0_0_0_0_0,0,0_0,0_0_23,0_0_23_33
140575,19MUS_AH122_S106,21979,1_3_1_0_1_0_0_0_0_0_0,1,1_3,1_3_1,1_3_1_0
140576,19MUS_AH166_S107,21980,0_0_33_12_98_1_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
140577,20MUS_AH027_S84,21981; 38811,0_23_0_3_0_0_0_0_0_0_0,0,0_23,0_23_0,0_23_0_3
140578,20MUS_AH028_S108,21982,0_0_47_11_11_0_0_0_0_0_0,0,0_0,0_0_47,0_0_47_11
140579,20MUS_AH030_S85,21983; 29690,0_0_23_9_4_1_0_0_0_0_0,0,0_0,0_0_23,0_0_23_9
140580,20MUS_AH032_S109,21984; 29691,0_0_23_26_0_0_0_0_0_0_0,0,0_0,0_0_23,0_0_23_26
140581,20MUS_AH0138_S110,21985; 34503,0_0_47_11_10_0_0_0_0_0_0,0,0_0,0_0_47,0_0_47_11
140582,20MUS_CZ054_S86,21986,0_0_23_36_0_0_0_0_0_0_0,0,0_0,0_0_23,0_0_23_36
140583,20MUS_CZ055_S111,21987,0_7_0_12_14_0_0_0_0_0_0,0,0_7,0_7_0,0_7_0_12
140584,21MUS_AH020_S112,21988,0_0_33_161_0_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_161
140585,21MUS_AH021_S113,21989,0_2_21_0_14_0_0_1_0_0_0,0,0_2,0_2_21,0_2_21_0
140586,21MUS_AH104_S114,21990,1_1_27_15_0_0_0_0_0_0_0,1,1_1,1_1_27,1_1_27_15
140587,21MUS_AH105_S87,21991,1_1_17_17_0_0_1_1_0_0_0,1,1_1,1_1_17,1_1_17_17
140588,21MUS_AH110_S115,21992,0_7_0_12_17_0_0_0_0_0_0,0,0_7,0_7_0,0_7_0_12
140589,21MUS_AH111_S88,21993; 29692; 34538,0_0_23_9_4_0_0_0_0_0_0,0,0_0,0_0_23,0_0_23_9
140590,21MUS_AH124_S116,21994,0_7_0_12_15_0_0_0_0_0_0,0,0_7,0_7_0,0_7_0_12
140591,21MUS_AH125_S89,21995; 34542,0_2_21_0_14_0_0_0_0_0_0,0,0_2,0_2_21,0_2_21_0
140592,21MUS_AH166_S117,21996,0_0_47_11_1_3_0_0_0_0_0,0,0_0,0_0_47,0_0_47_11
140593,21MUS_AH237_S90,21997,1_1_27_6_11_0_0_0_0_0_0,1,1_1,1_1_27,1_1_27_6
140594,21MUS_AH239_S118,21998,16_1_0_16_0_0_0_0_0_0_0,16,16_1,16_1_0,16_1_0_16
140595,21MUS_CZ189_S91,21999,1_1_27_6_9_0_0_0_0_0_0,1,1_1,1_1_27,1_1_27_6
140596,21MUS_CZ191_S119,22000,0_0_36_1_9_0_0_0_0_0_0,0,0_0,0_0_36,0_0_36_1
140597,21MUS_CZ197_S120,22001,16_1_0_10_0_0_0_0_0_0_0,16,16_1,16_1_0,16_1_0_10
140598,21MUS_CZ198_S92,22002,1_1_27_6_10_0_0_0_0_0_0,1,1_1,1_1_27,1_1_27_6
140599,21MUS_CZ201_S121,22003; 40894,0_7_0_12_16_0_0_0_0_0_0,0,0_7,0_7_0,0_7_0_12
140600,22MUS_AH054_S93,22004,1_1_17_17_0_0_1_0_0_0_0,1,1_1,1_1_17,1_1_17_17
140601,17MUS_AH098,22005,0_2_1_26_0_0_0_0_0_0_0,0,0_2,0_2_1,0_2_1_26
140602,17MUS_AH118,22006; 29693; 44964,0_0_23_27_0_0_0_0_0_0_0,0,0_0,0_0_23,0_0_23_27
140603,17MUS_AH120,22007; 29694,0_0_23_35_0_0_0_0_0_0_0,0,0_0,0_0_23,0_0_23_35
140604,17MUS_KH085,22008,0_2_1_0_479_0_0_0_0_0_0,0,0_2,0_2_1,0_2_1_0
140605,17MUS_ZW084,22009,0_2_71_0_4_0_0_0_0_0_0,0,0_2,0_2_71,0_2_71_0
140611,19MUS_AH072,22010,0_2_1_25_0_0_0_0_0_0_0,0,0_2,0_2_1,0_2_1_25
140612,19MUS_AH119,22011,0_2_1_0_574_0_0_0_0_0_0,0,0_2,0_2_1,0_2_1_0
140613,19MUS_AH164,22012,0_0_63_0_2_0_0_0_0_0_0,0,0_0,0_0_63,0_0_63_0
140617,20MUS_AH139,22013,1_1_27_16_0_0_0_0_0_0_0,1,1_1,1_1_27,1_1_27_16
140618,21MUS_AH165,22014,1_1_17_17_0_0_0_0_1_0_0,1,1_1,1_1_17,1_1_17_17
140619,21MUS_CZ202,22015,0_18_23_2_2_0_0_0_0_0_0,0,0_18,0_18_23,0_18_23_2
154263,LLL001,32544; 39017,0_0_23_38_0_0_0_0_0_0_0,0,0_0,0_0_23,0_0_23_38
154264,LLL002,9329; 32545; 33284; 39018; 40466; 44989,0_0_23_2_0_0_0_0_0_0_0,0,0_0,0_0_23,0_0_23_2
154265,LLL003,32546,0_0_25_2_0_0_0_0_0_1_0,0,0_0,0_0_25,0_0_25_2
154266,LLL004,32547; 39019,0_18_23_3_0_0_0_0_0_0_0,0,0_18,0_18_23,0_18_23_3
154267,LLL005,32548; 39020; 41199,0_0_25_0_1_0_0_0_0_0_0,0,0_0,0_0_25,0_0_25_0
154268,LLL006,9177; 26999; 32549; 33261,1_1_17_4_3_0_0_0_0_0_0,1,1_1,1_1_17,1_1_17_4
154269,LLL007,32550,1_1_17_4_1_0_0_0_0_1_0,1,1_1,1_1_17,1_1_17_4
154270,LLL008,32551,1_1_17_4_0_0_0_0_0_0_0,1,1_1,1_1_17,1_1_17_4
154271,LLL009,32552; 39021,0_0_18_23_5_0_0_0_0_0_0,0,0_0,0_0_18,0_0_18_23
154272,LLL010,32553,1_1_70_0_0_0_0_0_0_0_0,1,1_1,1_1_70,1_1_70_0
154273,LLL011,26011; 26750; 32554; 39022; 41070,1_1_27_6_12_0_0_0_0_0_0,1,1_1,1_1_27,1_1_27_6
154274,LLL012,32555,1_1_27_6_1_0_0_0_0_1_0,1,1_1,1_1_27,1_1_27_6
154275,LLL013,32556; 39023,1_1_27_2_0_0_0_0_0_1_0,1,1_1,1_1_27,1_1_27_2
154276,LLL014,32557,1_1_17_4_4_0_0_0_0_0_0,1,1_1,1_1_17,1_1_17_4
154277,LLL015,32558; 39024,1_1_71_0_0_0_0_0_0_0_0,1,1_1,1_1_71,1_1_71_0
154278,LLL016,32559; 39025; 44990,0_0_65_1_0_0_0_0_0_0_0,0,0_0,0_0_65,0_0_65_1
154279,LLL017,32560; 39026; 44991,0_0_23_2_13_0_0_0_0_0_0,0,0_0,0_0_23,0_0_23_2
154280,LLL018,9335; 32746,1_1_17_4_2_0_0_0_0_0_0,1,1_1,1_1_17,1_1_17_4
154281,LLL019,32561; 39027,1_1_27_6_13_0_0_0_0_0_0,1,1_1,1_1_27,1_1_27_6
154282,LLL020,32562; 39028,0_12_12_0_0_0_0_0_0_0_0,0,0_12,0_12_12,0_12_12_0
154283,LLL022,26124; 32563; 39029; 41069,1_1_67_0_0_0_0_0_0_0_0,1,1_1,1_1_67,1_1_67_0
154284,LLL023,32564,0_0_25_1_0_0_0_0_0_0_0,0,0_0,0_0_25,0_0_25_1
154285,LLL024,32565; 39030,0_0_33_12_346_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
154286,LLL026,32566; 39031,0_0_18_23_1_1_0_0_0_0_0,0,0_0,0_0_18,0_0_18_23
154287,LLL027,32567; 39032; 44992,0_0_28_2_0_0_0_0_0_0_0,0,0_0,0_0_28,0_0_28_2
154288,LLL028,32568; 39033,1_1_27_6_0_0_0_0_0_1_0,1,1_1,1_1_27,1_1_27_6
154289,LLL029,32569; 39034,0_18_22_4_0_0_0_0_0_0_0,0,0_18,0_18_22,0_18_22_4
154290,LLL030,32570; 39035; 44993,0_0_33_12_97_0_0_0_0_1_0,0,0_0,0_0_33,0_0_33_12
154291,LLL031,32571,0_0_33_47_2_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_47
154292,LLL032,32572,0_0_47_8_0_0_0_0_0_1_0,0,0_0,0_0_47,0_0_47_8
154293,LLL034,32573; 39036,0_0_33_12_345_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
154294,LLL035,32574,0_0_47_6_1_0_0_0_0_1_0,0,0_0,0_0_47,0_0_47_6
154295,LLL037,32575,0_0_25_2_2_0_0_0_0_0_0,0,0_0,0_0_25,0_0_25_2
154296,LLL038,32576,0_0_33_12_342_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
154297,LLL039,26119; 32577; 39037; 41058; 44994,0_0_28_0_0_0_0_0_0_0_0,0,0_0,0_0_28,0_0_28_0
154298,LLL040,32578; 39038,0_0_33_12_344_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
154299,LLL041,32579,0_0_33_12_89_2_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
154300,LLL042,32580; 39039,0_0_33_12_187_0_1_0_0_0_0,0,0_0,0_0_33,0_0_33_12
154301,LLL043,32581; 39040,0_0_33_12_343_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
154302,LLL044,32582; 39041,0_18_22_4_1_0_0_0_0_0_0,0,0_18,0_18_22,0_18_22_4
154303,LLL045,32583,0_0_23_37_0_0_0_0_0_0_0,0,0_0,0_0_23,0_0_23_37
154304,LLL046,32584; 39042,0_18_23_4_0_0_0_0_0_0_0,0,0_18,0_18_23,0_18_23_4
154305,LLL048,9178; 26118; 27000,0_16_5_0_0_0_0_0_0_0_0,0,0_16,0_16_5,0_16_5_0
154306,LLL049,32585; 39043,0_0_25_5_0_0_0_0_0_0_0,0,0_0,0_0_25,0_0_25_5
154307,LLL050,32586; 39044,1_1_27_2_3_0_0_0_0_0_0,1,1_1,1_1_27,1_1_27_2
154308,MMM001,32587; 41200,0_0_18_23_6_0_0_0_0_0_0,0,0_0,0_0_18,0_0_18_23
154309,MMM002,32588; 39045,0_0_33_12_89_3_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
154310,MMM003,32589; 39046,0_0_33_12_99_0_0_0_0_1_0,0,0_0,0_0_33,0_0_33_12
154311,MMM004,32590; 39047,1_1_17_4_23_0_0_0_0_0_0,1,1_1,1_1_17,1_1_17_4
154312,MMM005,32591; 39048; 40187; 41201,0_18_22_5_0_0_0_0_0_0_0,0,0_18,0_18_22,0_18_22_5
154313,MMM006,32592; 39049,0_0_36_1_2_2_0_0_0_0_0,0,0_0,0_0_36,0_0_36_1
154314,MMM007,32593,1_1_17_4_22_0_0_0_0_0_0,1,1_1,1_1_17,1_1_17_4
154315,MMM008,32594; 39050,0_0_36_1_11_0_0_0_0_0_0,0,0_0,0_0_36,0_0_36_1
155409,GP12-MUS-242,,,,,,
155410,GP13-MUS-070,19477; 40879,0_0_33_12_167_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
155411,GP13-MUS-083,19484; 34307,0_0_36_1_3_1_0_0_0_0_0,0,0_0,0_0_36,0_0_36_1
155412,GP13-MUS-096,19486; 29666; 34308,0_0_23_5_1_0_0_0_0_0_0,0,0_0,0_0_23,0_0_23_5
155413,GP13-MUS-099,34309,0_0_33_12_216_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
155414,GP13-MUS-103,19488,1_1_17_13_1_0_0_0_0_0_0,1,1_1,1_1_17,1_1_17_13
155415,GP13-MUS-105,19489; 34310,0_18_22_2_0_0_0_0_0_0_0,0,0_18,0_18_22,0_18_22_2
155416,GP13-MUS-107,19490,1_1_27_6_7_0_0_0_0_0_0,1,1_1,1_1_27,1_1_27_6
155417,GP13-MUS-109,19491; 27605; 44996,0_0_28_0_1_1_0_0_0_0_0,0,0_0,0_0_28,0_0_28_0
155418,GP13-MUS-116,19492,1_1_17_4_6_0_0_0_0_0_0,1,1_1,1_1_17,1_1_17_4
155419,GP13-MUS-120,19493; 29667; 44997,0_0_23_2_0_1_0_0_0_0_0,0,0_0,0_0_23,0_0_23_2
155420,GP13-MUS-121,19494,0_0_33_12_204_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
155421,GP13-MUS-129,19495,1_1_17_4_20_0_0_0_0_0_0,1,1_1,1_1_17,1_1_17_4
155422,GP13-MUS-132,19496; 29668; 44998,0_0_23_21_0_0_0_0_0_1_0,0,0_0,0_0_23,0_0_23_21
155423,GP13-MUS-133,19497,0_0_33_12_153_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
155424,GP13-MUS-134,34311,1_1_40_0_0_0_0_0_0_1_0,1,1_1,1_1_40,1_1_40_0
155425,GP14-MUS-241,34312,0_0_33_12_351_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
155426,15MUS-AH035,34313,0_0_33_12_352_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
155427,15MUS-AH077-R,34314,0_2_71_0_0_1_0_0_0_1_0,0,0_2,0_2_71,0_2_71_0
155428,15MUS-AH080,34315,0_0_33_12_350_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
155429,15MUS-AH090,34316,0_0_33_12_156_1_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
155431,15MUS-AH129,34318,0_0_23_3_3_0_0_0_0_0_0,0,0_0,0_0_23,0_0_23_3
155433,15MUS-AH168,34320,0_2_85_0_0_0_0_0_0_0_0,0,0_2,0_2_85,0_2_85_0
155434,16MUS-AH017-R,19643,0_0_33_70_0_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_70
155435,17MUS-AH017-R,34321,0_0_33_12_355_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
155436,17MUS-AH019,34322; 44999,0_0_47_11_1_4_0_0_0_0_0,0,0_0,0_0_47,0_0_47_11
155437,17MUS-AH021,34323,0_0_33_12_358_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
155438,17MUS-AH024,34324,0_0_47_29_0_0_0_0_0_0_0,0,0_0,0_0_47,0_0_47_29
155439,17MUS-AH026,34325,0_0_33_12_92_9_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
155440,17MUS-AH027,34326,0_0_33_12_361_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
155441,17MUS-AH029,34327,0_0_33_12_364_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
155442,17MUS-AH034,34328,0_16_0_17_0_0_0_0_0_0_0,0,0_16,0_16_0,0_16_0_17
155443,17MUS-AH035-R,34329; 45000,1_1_27_18_0_0_0_0_0_0_0,1,1_1,1_1_27,1_1_27_18
155444,17MUS-AH038,34330,0_18_22_7_0_0_0_0_0_0_0,0,0_18,0_18_22,0_18_22_7
155445,17MUS-AH039,34331; 45001,0_0_33_12_310_1_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
155446,17MUS-AH041,34332,0_16_0_1_43_0_0_0_0_0_0,0,0_16,0_16_0,0_16_0_1
155447,17MUS-AH044,34333,0_0_23_35_0_0_0_0_0_1_0,0,0_0,0_0_23,0_0_23_35
155448,17MUS-AH047,34334,0_0_47_6_25_0_0_0_0_0_0,0,0_0,0_0_47,0_0_47_6
155449,17MUS-AH051,34335,0_0_47_28_0_0_0_0_0_0_0,0,0_0,0_0_47,0_0_47_28
155450,17MUS-AH052,34336,0_0_33_179_0_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_179
155451,17MUS-AH054,34337,0_0_33_12_363_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
155452,17MUS-AH056,34338,0_2_21_0_17_0_0_0_0_0_0,0,0_2,0_2_21,0_2_21_0
155453,17MUS-AH057,34339,1_1_27_19_0_0_0_0_0_0_0,1,1_1,1_1_27,1_1_27_19
155454,17MUS-AH058,34340; 41878,0_0_33_12_278_0_0_0_0_1_0,0,0_0,0_0_33,0_0_33_12
155455,17MUS-AH059,34341,0_0_23_35_0_0_0_0_1_0_0,0,0_0,0_0_23,0_0_23_35
155456,17MUS-AH060-R,34342,1_1_17_23_0_0_0_0_0_0_0,1,1_1,1_1_17,1_1_17_23
155457,17MUS-AH065,34343,0_0_33_12_355_0_0_0_0_1_0,0,0_0,0_0_33,0_0_33_12
155458,17MUS-AH066,34344,0_0_47_11_1_0_1_0_0_0_0,0,0_0,0_0_47,0_0_47_11
155459,17MUS-AH068,34345; 41203,0_0_33_12_359_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
155460,17MUS-AH069,34346; 45002,0_0_23_40_0_0_0_0_0_0_0,0,0_0,0_0_23,0_0_23_40
155461,17MUS-AH070-R,34347,0_0_33_12_349_0_0_0_0_0_0,0,0_0,0_0_33,0_0_33_12
